Date,Google Analytics Source,Google Analytics Medium,Google Analytics Campaign,Google Analytics Content,Transactions,Revenue
2021-10-01,instagram_stories,paid_social,october_cookie_campaign,2341713241,1,$242.12
2021-10-01,facebook,paid_social,october_cookie_campaign,2343645835,0,$0.00
2021-10-01,amazon,programmatic,always_on_cookies,56790903023,13,"$2,482.74"
2021-10-01,facebook,paid_social,october_cookie_campaign,2341365494,2,$429.58
2021-10-01,facebook,paid_social,october_cookie_campaign,2344469921,0,$0.00
2021-10-01,facebook,paid_social,october_cookie_campaign,2344482216,0,$0.00
2021-10-01,facebook,paid_social,october_cookie_campaign,2347689348,2,$597.20
2021-10-01,facebook,paid_social,october_cookie_campaign,2343171260,0,$0.00
2021-10-01,pinterest,paid_social,october_cookie_campaign,89658228,0,$0.00
2021-10-01,google,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,121,"$21,942.14"
2021-10-01,google,ppc,october_ppc_cookie_campaign,cookies+wholesale,114,"$25,076.58"
2021-10-01,facebook,paid_social,october_cookie_campaign,2343687120,1,$274.56
2021-10-01,wholesalersRus,affiliate,20_off_promo,wholesale_tid_5678,9,"$1,911.96"
2021-10-01,google,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,109,"$24,401.83"
2021-10-01,instagram_stories,paid_social,october_cookie_campaign,2344337612,0,$0.00
2021-10-01,facebook,paid_social,october_cookie_campaign,2344751613,1,$265.60
2021-10-01,pinterest,paid_social,october_cookie_campaign,89651764,0,$0.00
2021-10-01,facebook,paid_social,october_cookie_campaign,2348352637,0,$0.00
2021-10-01,pinterest,paid_social,october_cookie_campaign,89655052,2,$467.64
2021-10-01,pinterest,paid_social,october_cookie_campaign,89650642,0,$0.00
2021-10-01,wholesalersRus,affiliate,20_off_promo,wholesale_tid_9761,11,"$2,772.55"
2021-10-01,facebook,paid_social,october_cookie_campaign,2346072181,1,$221.46
2021-10-01,bing,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,21,"$4,862.34"
2021-10-01,facebook,paid_social,october_cookie_campaign,2346249545,2,$454.86
2021-10-01,instagram_stories,paid_social,october_cookie_campaign,2345905323,0,$0.00
2021-10-01,facebook,paid_social,october_cookie_campaign,2342514859,0,$0.00
2021-10-01,facebook,paid_social,october_cookie_campaign,2346144342,1,$182.51
2021-10-01,bing,ppc,october_ppc_cookie_campaign,cookie+vouchers,27,"$7,459.02"
2021-10-01,facebook,paid_social,october_cookie_campaign,2341968907,0,$0.00
2021-10-02,facebook,paid_social,october_cookie_campaign,2341694718,0,$0.00
2021-10-02,pinterest,paid_social,october_cookie_campaign,89651764,4,"$1,000.40"
2021-10-02,facebook,paid_social,october_cookie_campaign,2346144342,2,$551.70
2021-10-02,bing,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,50,"$13,803.50"
2021-10-02,facebook,paid_social,october_cookie_campaign,2343145229,0,$0.00
2021-10-02,bing,ppc,october_ppc_cookie_campaign,cookies+wholesale,52,"$11,509.16"
2021-10-02,instagram_stories,paid_social,october_cookie_campaign,2341547820,0,$0.00
2021-10-02,google,ppc,october_ppc_cookie_campaign,cookie+vouchers,204,"$40,557.24"
2021-10-02,facebook,paid_social,october_cookie_campaign,2344608667,0,$0.00
2021-10-02,google,ppc,october_ppc_cookie_campaign,cookies+order+online,204,"$53,566.32"
2021-10-02,facebook,paid_social,october_cookie_campaign,2348438397,0,$0.00
2021-10-02,facebook,paid_social,october_cookie_campaign,2340153859,0,$0.00
2021-10-02,facebook,paid_social,october_cookie_campaign,2343756859,0,$0.00
2021-10-02,pinterest,paid_social,october_cookie_campaign,89652298,0,$0.00
2021-10-02,pinterest,paid_social,october_cookie_campaign,89658228,4,$848.20
2021-10-02,facebook,paid_social,october_cookie_campaign,2345041086,0,$0.00
2021-10-02,facebook,paid_social,october_cookie_campaign,2344439122,1,$197.26
2021-10-02,instagram_stories,paid_social,october_cookie_campaign,2345905323,0,$0.00
2021-10-02,wholesalersRus,affiliate,20_off_promo,wholesale2_tid_8342,4,"$8,612.16"
2021-10-02,instagram_stories,paid_social,october_cookie_campaign,2343120456,0,$0.00
2021-10-02,pinterest,paid_social,october_cookie_campaign,89655052,0,$0.00
2021-10-02,facebook,paid_social,october_cookie_campaign,2348802358,0,$0.00
2021-10-02,facebook,paid_social,october_cookie_campaign,2341365494,1,$263.42
2021-10-02,facebook,paid_social,october_cookie_campaign,2343687120,1,$202.75
2021-10-02,facebook,paid_social,october_cookie_campaign,2340219276,1,$282.75
2021-10-02,facebook,paid_social,october_cookie_campaign,2344541199,2,$438.16
2021-10-02,amazon,programmatic,always_on_cookies,56790903023,20,"$5,751.20"
2021-10-02,facebook,paid_social,october_cookie_campaign,2345132842,2,$478.80
2021-10-02,facebook,paid_social,october_cookie_campaign,2346072181,1,$202.63
2021-10-02,facebook,paid_social,october_cookie_campaign,2344482216,0,$0.00
2021-10-02,facebook,paid_social,october_cookie_campaign,2342514859,0,$0.00
2021-10-02,facebook,paid_social,october_cookie_campaign,2348352637,0,$0.00
2021-10-02,bing,ppc,october_ppc_cookie_campaign,cookies+order+online,56,"$15,304.80"
2021-10-02,facebook,paid_social,october_cookie_campaign,2340195723,0,$0.00
2021-10-02,bing,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,48,"$13,809.12"
2021-10-02,google,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,208,"$57,118.88"
2021-10-02,google,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,230,"$49,953.70"
2021-10-02,amazon,programmatic,always_on_cookies,56790933026,22,"$5,447.20"
2021-10-02,bing,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,46,"$10,118.62"
2021-10-02,facebook,paid_social,october_cookie_campaign,2346249545,2,$291.21
2021-10-02,facebook,paid_social,october_cookie_campaign,2341968907,0,$0.00
2021-10-02,pinterest,paid_social,october_cookie_campaign,89651461,0,$0.00
2021-10-02,facebook,paid_social,october_cookie_campaign,2347100098,1,$270.25
2021-10-02,wholesalersRus,affiliate,20_off_promo,wholesale_tid_9761,22,"$5,133.92"
2021-10-02,facebook,paid_social,october_cookie_campaign,2344843950,1,$295.52
2021-10-02,amazon,programmatic,always_on_cookies,56756903049,24,"$5,027.76"
2021-10-02,pinterest,paid_social,october_cookie_campaign,89650642,6,"$1,662.84"
2021-10-02,facebook,paid_social,october_cookie_campaign,2348601871,1,$178.43
2021-10-02,facebook,paid_social,october_cookie_campaign,2343771880,0,$0.00
2021-10-02,bing,ppc,october_ppc_cookie_campaign,cookie+vouchers,60,"$17,106.60"
2021-10-02,facebook,paid_social,october_cookie_campaign,2347689348,2,$552.16
2021-10-02,facebook,paid_social,october_cookie_campaign,2344469921,0,$0.00
2021-10-02,google,ppc,october_ppc_cookie_campaign,cookies+wholesale,222,"$59,682.48"
2021-10-02,instagram_stories,paid_social,october_cookie_campaign,2344337612,0,$0.00
2021-10-02,pinterest,paid_social,october_cookie_campaign,89654196,0,$0.00
2021-10-02,wholesalersRus,affiliate,20_off_promo,wholesale_tid_5678,26,"$5,852.86"
2021-10-02,google,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,220,"$48,466.00"
2021-10-02,pinterest,paid_social,october_cookie_campaign,89651342,4,$926.48
2021-10-02,facebook,paid_social,october_cookie_campaign,2344751613,1,$226.02
2021-10-02,facebook,paid_social,october_cookie_campaign,2343171260,1,$189.39
2021-10-02,facebook,paid_social,october_cookie_campaign,2346384085,1,$279.29
2021-10-02,pinterest,paid_social,october_cookie_campaign,89653701,6,"$1,438.98"
2021-10-02,facebook,paid_social,october_cookie_campaign,2343645835,0,$0.00
2021-10-02,facebook,paid_social,october_cookie_campaign,2342763326,0,$0.00
2021-10-02,instagram_stories,paid_social,october_cookie_campaign,2341713241,1,$283.92
2021-10-03,facebook,paid_social,october_cookie_campaign,2344608667,3,$578.20
2021-10-03,amazon,programmatic,always_on_cookies,56790933026,24,"$4,746.24"
2021-10-03,facebook,paid_social,october_cookie_campaign,2348438397,0,$0.00
2021-10-03,pinterest,paid_social,october_cookie_campaign,89651461,6,"$1,200.00"
2021-10-03,google,ppc,october_ppc_cookie_campaign,cookie+vouchers,222,"$42,719.46"
2021-10-03,facebook,paid_social,october_cookie_campaign,2341694718,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2343756859,0,$0.00
2021-10-03,pinterest,paid_social,october_cookie_campaign,89651764,0,$0.00
2021-10-03,amazon,programmatic,always_on_cookies,56790903023,28,"$6,533.80"
2021-10-03,facebook,paid_social,october_cookie_campaign,2347689348,1,$273.99
2021-10-03,bing,ppc,october_ppc_cookie_campaign,cookie+vouchers,40,"$9,132.80"
2021-10-03,pinterest,paid_social,october_cookie_campaign,89658228,0,$0.00
2021-10-03,instagram_stories,paid_social,october_cookie_campaign,2341713241,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2341365494,2,$598.90
2021-10-03,facebook,paid_social,october_cookie_campaign,2343171260,2,$457.26
2021-10-03,facebook,paid_social,october_cookie_campaign,2342763326,0,$0.00
2021-10-03,pinterest,paid_social,october_cookie_campaign,89650642,8,"$2,278.00"
2021-10-03,facebook,paid_social,october_cookie_campaign,2345041086,0,$0.00
2021-10-03,instagram_stories,paid_social,october_cookie_campaign,2344337612,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2343645835,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2346249545,2,$424.90
2021-10-03,facebook,paid_social,october_cookie_campaign,2344469921,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2341968907,0,$0.00
2021-10-03,pinterest,paid_social,october_cookie_campaign,89652298,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2345132842,1,$220.06
2021-10-03,pinterest,paid_social,october_cookie_campaign,89655052,0,$0.00
2021-10-03,wholesalersRus,affiliate,20_off_promo,wholesale2_tid_8342,4,"$13,066.04"
2021-10-03,amazon,programmatic,always_on_cookies,56756903049,30,"$8,830.20"
2021-10-03,google,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,238,"$57,379.42"
2021-10-03,pinterest,paid_social,october_cookie_campaign,89651342,8,"$2,200.64"
2021-10-03,wholesalersRus,affiliate,20_off_promo,wholesale_tid_5678,20,"$4,132.20"
2021-10-03,facebook,paid_social,october_cookie_campaign,2344482216,1,$278.51
2021-10-03,instagram_stories,paid_social,october_cookie_campaign,2341547820,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2346384085,1,$235.52
2021-10-03,facebook,paid_social,october_cookie_campaign,2343145229,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2344439122,0,$0.00
2021-10-03,google,ppc,october_ppc_cookie_campaign,cookies+order+online,234,"$64,240.02"
2021-10-03,google,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,246,"$45,350.10"
2021-10-03,facebook,paid_social,october_cookie_campaign,2348352637,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2340153859,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2344751613,1,$265.14
2021-10-03,pinterest,paid_social,october_cookie_campaign,89654196,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2348601871,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2346144342,2,$437.12
2021-10-03,instagram_stories,paid_social,october_cookie_campaign,2343120456,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2343687120,2,$445.16
2021-10-03,facebook,paid_social,october_cookie_campaign,2343771880,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2348802358,0,$0.00
2021-10-03,facebook,paid_social,october_cookie_campaign,2340219276,1,$229.46
2021-10-03,bing,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,40,"$7,522.80"
2021-10-03,facebook,paid_social,october_cookie_campaign,2346072181,1,$239.75
2021-10-03,facebook,paid_social,october_cookie_campaign,2344843950,1,$192.80
2021-10-03,wholesalersRus,affiliate,20_off_promo,wholesale_tid_9761,16,"$3,432.64"
2021-10-03,pinterest,paid_social,october_cookie_campaign,89653701,0,$0.00
2021-10-03,bing,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,44,"$8,198.08"
2021-10-03,bing,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,44,"$10,895.28"
2021-10-03,google,ppc,october_ppc_cookie_campaign,cookies+wholesale,208,"$60,134.88"
2021-10-03,facebook,paid_social,october_cookie_campaign,2340195723,0,$0.00
2021-10-03,google,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,224,"$55,171.20"
2021-10-03,bing,ppc,october_ppc_cookie_campaign,cookies+wholesale,52,"$12,630.80"
2021-10-03,facebook,paid_social,october_cookie_campaign,2347100098,1,$189.37
2021-10-03,facebook,paid_social,october_cookie_campaign,2342514859,0,$0.00
2021-10-03,bing,ppc,october_ppc_cookie_campaign,cookies+order+online,40,"$7,652.80"
2021-10-03,facebook,paid_social,october_cookie_campaign,2344541199,3,$749.58
2021-10-03,instagram_stories,paid_social,october_cookie_campaign,2345905323,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2342763326,1,$272.85
2021-10-04,facebook,paid_social,october_cookie_campaign,2344439122,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2343756859,0,$0.00
2021-10-04,pinterest,paid_social,october_cookie_campaign,89652298,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2341694718,1,$227.56
2021-10-04,facebook,paid_social,october_cookie_campaign,2346249545,2,$459.66
2021-10-04,facebook,paid_social,october_cookie_campaign,2345041086,0,$0.00
2021-10-04,bing,ppc,october_ppc_cookie_campaign,cookies+wholesale,26,"$7,798.18"
2021-10-04,facebook,paid_social,october_cookie_campaign,2343645835,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2347100098,1,$233.39
2021-10-04,facebook,paid_social,october_cookie_campaign,2344608667,1,$251.65
2021-10-04,facebook,paid_social,october_cookie_campaign,2341365494,0,$0.00
2021-10-04,pinterest,paid_social,october_cookie_campaign,89651342,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2342514859,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2344843950,1,$237.89
2021-10-04,facebook,paid_social,october_cookie_campaign,2348802358,0,$0.00
2021-10-04,pinterest,paid_social,october_cookie_campaign,89654196,3,$761.40
2021-10-04,instagram_stories,paid_social,october_cookie_campaign,2341713241,0,$0.00
2021-10-04,google,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,107,"$20,587.87"
2021-10-04,facebook,paid_social,october_cookie_campaign,2345132842,2,$589.88
2021-10-04,facebook,paid_social,october_cookie_campaign,2344469921,0,$0.00
2021-10-04,bing,ppc,october_ppc_cookie_campaign,cookies+order+online,22,"$5,769.28"
2021-10-04,google,ppc,october_ppc_cookie_campaign,cookies+wholesale,118,"$25,340.50"
2021-10-04,amazon,programmatic,always_on_cookies,56790903023,14,"$3,802.54"
2021-10-04,facebook,paid_social,october_cookie_campaign,2343171260,2,$568.74
2021-10-04,instagram_stories,paid_social,october_cookie_campaign,2341547820,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2343771880,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2340153859,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2344482216,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2348601871,1,$257.09
2021-10-04,instagram_stories,paid_social,october_cookie_campaign,2345905323,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2346384085,1,$291.59
2021-10-04,pinterest,paid_social,october_cookie_campaign,89653701,0,$0.00
2021-10-04,instagram_stories,paid_social,october_cookie_campaign,2344337612,0,$0.00
2021-10-04,pinterest,paid_social,october_cookie_campaign,89651461,0,$0.00
2021-10-04,google,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,107,"$28,804.40"
2021-10-04,facebook,paid_social,october_cookie_campaign,2344751613,1,$198.52
2021-10-04,google,ppc,october_ppc_cookie_campaign,cookie+vouchers,111,"$20,110.98"
2021-10-04,pinterest,paid_social,october_cookie_campaign,89658228,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2340195723,0,$0.00
2021-10-04,google,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,105,"$19,812.45"
2021-10-04,bing,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,30,"$8,451.60"
2021-10-04,pinterest,paid_social,october_cookie_campaign,89650642,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2340219276,1,$285.81
2021-10-04,google,ppc,october_ppc_cookie_campaign,cookies+order+online,100,"$18,385.00"
2021-10-04,bing,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,20,"$5,698.20"
2021-10-04,facebook,paid_social,october_cookie_campaign,2341968907,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2348352637,0,$0.00
2021-10-04,wholesalersRus,affiliate,20_off_promo,wholesale2_tid_8342,3,"$8,269.65"
2021-10-04,pinterest,paid_social,october_cookie_campaign,89655052,1,$283.86
2021-10-04,facebook,paid_social,october_cookie_campaign,2344541199,3,$824.46
2021-10-04,instagram_stories,paid_social,october_cookie_campaign,2343120456,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2346144342,2,$394.90
2021-10-04,bing,ppc,october_ppc_cookie_campaign,cookie+vouchers,25,"$6,107.25"
2021-10-04,facebook,paid_social,october_cookie_campaign,2348438397,0,$0.00
2021-10-04,wholesalersRus,affiliate,20_off_promo,wholesale_tid_5678,8,"$1,937.04"
2021-10-04,bing,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,21,"$4,407.27"
2021-10-04,wholesalersRus,affiliate,20_off_promo,wholesale_tid_9761,15,"$4,218.00"
2021-10-04,amazon,programmatic,always_on_cookies,56756903049,12,"$2,277.00"
2021-10-04,amazon,programmatic,always_on_cookies,56790933026,10,"$2,384.50"
2021-10-04,facebook,paid_social,october_cookie_campaign,2343687120,0,$0.00
2021-10-04,pinterest,paid_social,october_cookie_campaign,89651764,0,$0.00
2021-10-04,facebook,paid_social,october_cookie_campaign,2346072181,1,$282.55
2021-10-04,facebook,paid_social,october_cookie_campaign,2347689348,1,$200.20
2021-10-04,facebook,paid_social,october_cookie_campaign,2343145229,0,$0.00
2021-10-05,facebook,paid_social,october_cookie_campaign,2346384085,1,$243.54
2021-10-05,facebook,paid_social,october_cookie_campaign,2348438397,0,$0.00
2021-10-05,amazon,programmatic,always_on_cookies,56790903023,13,"$3,343.21"
2021-10-05,facebook,paid_social,october_cookie_campaign,2344469921,0,$0.00
2021-10-05,facebook,paid_social,october_cookie_campaign,2341968907,0,$0.00
2021-10-05,pinterest,paid_social,october_cookie_campaign,89651764,0,$0.00
2021-10-05,pinterest,paid_social,october_cookie_campaign,89651342,0,$0.00
2021-10-05,facebook,paid_social,october_cookie_campaign,2348601871,1,$297.22
2021-10-05,pinterest,paid_social,october_cookie_campaign,89658228,3,$586.98
2021-10-05,instagram_stories,paid_social,october_cookie_campaign,2343120456,0,$0.00
2021-10-05,facebook,paid_social,october_cookie_campaign,2340219276,1,$188.04
2021-10-05,facebook,paid_social,october_cookie_campaign,2344751613,1,$263.54
2021-10-05,instagram_stories,paid_social,october_cookie_campaign,2341713241,0,$0.00
2021-10-05,pinterest,paid_social,october_cookie_campaign,89650642,4,"$1,158.76"
2021-10-05,wholesalersRus,affiliate,20_off_promo,wholesale_tid_5678,12,"$3,471.36"
2021-10-05,facebook,paid_social,october_cookie_campaign,2343756859,0,$0.00
2021-10-05,pinterest,paid_social,october_cookie_campaign,89655052,1,$229.40
2021-10-05,pinterest,paid_social,october_cookie_campaign,89652298,0,$0.00
2021-10-05,facebook,paid_social,october_cookie_campaign,2340153859,0,$0.00
2021-10-05,wholesalersRus,affiliate,20_off_promo,wholesale2_tid_8342,5,"$11,643.75"
2021-10-05,google,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,118,"$21,380.42"
2021-10-05,bing,ppc,october_ppc_cookie_campaign,cookies+wholesale,22,"$4,696.56"
2021-10-05,facebook,paid_social,october_cookie_campaign,2344541199,3,$843.21
2021-10-05,google,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,117,"$29,907.54"
2021-10-05,facebook,paid_social,october_cookie_campaign,2348352637,0,$0.00
2021-10-05,bing,ppc,october_ppc_cookie_campaign,cookies+order+online,22,"$5,677.32"
2021-10-05,facebook,paid_social,october_cookie_campaign,2341694718,1,$241.48
2021-10-05,facebook,paid_social,october_cookie_campaign,2346144342,0,$0.00
2021-10-05,instagram_stories,paid_social,october_cookie_campaign,2341547820,0,$0.00
2021-10-05,bing,ppc,october_ppc_cookie_campaign,cookie+vouchers,21,"$5,205.69"
2021-10-05,facebook,paid_social,october_cookie_campaign,2342763326,1,$259.48
2021-10-05,pinterest,paid_social,october_cookie_campaign,89653701,0,$0.00
2021-10-05,amazon,programmatic,always_on_cookies,56756903049,11,"$2,202.09"
2021-10-05,bing,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,26,"$5,886.40"
2021-10-05,bing,ppc,october_ppc_cookie_campaign,oat+and+nut+cookies,22,"$4,846.82"
2021-10-05,bing,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,29,"$6,076.08"
2021-10-05,facebook,paid_social,october_cookie_campaign,2345132842,0,$0.00
2021-10-05,facebook,paid_social,october_cookie_campaign,2344843950,1,$277.91
2021-10-05,amazon,programmatic,always_on_cookies,56790933026,13,"$2,661.88"
2021-10-05,facebook,paid_social,october_cookie_campaign,2346072181,1,$234.99
2021-10-05,facebook,paid_social,october_cookie_campaign,2346249545,2,$432.58
2021-10-05,facebook,paid_social,october_cookie_campaign,2343145229,0,$0.00
2021-10-05,google,ppc,october_ppc_cookie_campaign,cookies+order+online,111,"$24,341.19"
2021-10-05,facebook,paid_social,october_cookie_campaign,2344608667,1,$282.87
2021-10-05,facebook,paid_social,october_cookie_campaign,2347100098,1,$221.98
2021-10-05,pinterest,paid_social,october_cookie_campaign,89651461,3,$698.25
2021-10-05,facebook,paid_social,october_cookie_campaign,2343645835,0,$0.00
2021-10-05,pinterest,paid_social,october_cookie_campaign,89654196,3,$648.51
2021-10-05,facebook,paid_social,october_cookie_campaign,2348802358,1,$243.66
2021-10-05,facebook,paid_social,october_cookie_campaign,2341365494,1,$257.21
2021-10-05,facebook,paid_social,october_cookie_campaign,2340195723,0,$0.00
2021-10-05,facebook,paid_social,october_cookie_campaign,2343771880,0,$0.00
2021-10-05,instagram_stories,paid_social,october_cookie_campaign,2345905323,0,$0.00
2021-10-05,google,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,107,"$20,699.15"
2021-10-05,instagram_stories,paid_social,october_cookie_campaign,2344337612,0,$0.00
2021-10-05,google,ppc,october_ppc_cookie_campaign,cookie+vouchers,122,"$28,205.18"
2021-10-05,facebook,paid_social,october_cookie_campaign,2345041086,0,$0.00
2021-10-05,facebook,paid_social,october_cookie_campaign,2342514859,0,$0.00
2021-10-05,google,ppc,october_ppc_cookie_campaign,cookies+wholesale,124,"$29,406.60"
2021-10-05,facebook,paid_social,october_cookie_campaign,2344482216,0,$0.00
2021-10-05,wholesalersRus,affiliate,20_off_promo,wholesale_tid_9761,8,"$1,688.00"
2021-10-05,facebook,paid_social,october_cookie_campaign,2343687120,3,$623.58
2021-10-05,facebook,paid_social,october_cookie_campaign,2344439122,0,$0.00
2021-10-05,facebook,paid_social,october_cookie_campaign,2343171260,2,$481.24
2021-10-05,facebook,paid_social,october_cookie_campaign,2347689348,1,$261.21
2021-10-06,facebook,paid_social,october_cookie_campaign,2343171260,2,$548.58
2021-10-06,facebook,paid_social,october_cookie_campaign,2341365494,1,$250.02
2021-10-06,google,ppc,october_ppc_cookie_campaign,cookie+gift+bundle,121,"$30,748.52"
2021-10-06,pinterest,paid_social,october_cookie_campaign,89651342,1,$268.03
2021-10-06,pinterest,paid_social,october_cookie_campaign,89652298,3,$656.67
2021-10-06,facebook,paid_social,october_cookie_campaign,2340219276,1,$206.57
2021-10-06,wholesalersRus,affiliate,20_off_promo,wholesale_tid_9761,12,"$2,938.68"
2021-10-06,bing,ppc,october_ppc_cookie_campaign,chocolate+cookies+today,29,"$5,656.45"
2021-10-06,bing,ppc,october_ppc_cookie_campaign,cookie+vouchers,24,"$6,630.96"
2021-10-06,facebook,paid_social,october_cookie_campaign,2346072181,0,$0.00
2021-10-06,facebook,paid_social,october_cookie_campaign,2344541199,0,$0.00
2021-10-06,amazon,programmatic,always_on_cookies,56756903049,10,"$2,165.30"
2021-10-06,facebook,paid_social,october_cookie_campaign,2340153859,0,$0.00
2021-10-06,bing,ppc,october_ppc_cookie_campaign,cookies+order+online,22,"$6,170.12"
